ID;UPCEAN;Name;CategoryID;BrandID
3099132;883929614899;Dvd warner brothers var 4 film collection: Family Classic: willy wonka&the chocolate factory/space jam/the goonies/dennis the m;3052234;3097171
3099133;883929346660;Dvd warner brothers var 4 film favorite: Modern romances collection: notebook/crazy, stupid, Love./he's just that not into you/;3052234;3097171
3099134;883929394081;Dvd warner brothers var 4 film favorites (2dsc): eddie murphy Family: a thousand words/imagine that/dreamgirls/adventures of pl;3052234;3097171
3099135;883929342884;Dvd warner brothers var 4 film favorites (2dsc): liam neeson: k-19: the widowmaker/the haunting 1996 /clash of the titans 2010;3052234;3097171
3099136;883929344529;Dvd warner brothers var 4 film favorites (2dsc): samuel l. Jackson: Black snake moan/rules of engagement/snakes on a plane/the;3052234;3097171
3099137;883929276592;Dvd warner brothers var 4 film favorites (2dsc): stanley kubrick collection: the shining/2001: a space odyssey/barry lyndon/eye;3052234;3097171
3099138;883929346608;Dvd warner brothers var 4 film favorites (4dsc): critters with character collection: Happy feet/Happy feet two/cats&dogs/... va;3052234;3097171
3099139;883929393527;Dvd warner brothers var 4 film favorites (4dsc): hilary swank: freedom writers/p.s. i Love you/insomnia 2008 /the core var;3052234;3097171
3099140;883929468263;Dvd warner brothers var 4 film favorites (4dsc): John travolta: greatest moves: grease/Hair spray 2007/saturday Night fever/sta;3052234;3097171
3099141;883929548224;Dvd warner brothers var 4 film favorites (4dsc): Leonardo dicaprio, vol.2: the great gatsby/the departed/Body of lies/blood dia;3052234;3097171
3099142;883929468034;Dvd warner brothers var 4 film favorites (4dsc): movies that Rock: Rock of ages/school of Rock/detroit Rock city/empire records;3052234;3097171
3099143;883929346615;Dvd warner brothers var 4 film favorites (4dsc): tim burton collection: charlie and the chocolate factory/corpse bride/beetleju;3052234;3097171
3099144;883929406739;Dvd warner brothers var 4 film favorites (4dsc): urban Life, vol.2: hustle&flow/above the rim/bait 2000/Juice var;3052234;3097171
3099145;883929331314;Dvd warner brothers var 4 film favorites: brad pitt: curious case of benjamin button/babel/troy/Seven var;3052234;3097171
3099146;883929366064;Dvd warner brothers var 4 film favorites: buddies&badges collection: rush hour/cop out/lethal weapon (director's cut)/tango&cas;3052234;3097171
3099147;883929183111;Dvd warner brothers var 4 film favorites: charleton heston: mother lode/soylent Green/omega man/skyjacked 2.35:1;3052234;3097171
3099148;883929202676;Dvd warner brothers var 4 film favorites: Classic holiday collection, vol.1: christmas in connecticut (1945)/christmas carol (1;3052234;3097171
3099149;883929203208;Dvd warner brothers var 4 film favorites: Classic holiday collection, vol.2: all mine to give/it happened on 5th avenue/holiday;3052234;3097171
3099150;883929407125;Dvd warner brothers var 4 film favorites: colossal monster blu-ray: Jack the giant slayer/cloverfield/10.000 bc/King kong (1933;3052234;3097171
3099151;883929172337;Dvd warner brothers var 4 film favorites: country westerns: Pure country/honeysuckle Rose/the ballad of Little jo/macon county;3052234;3097171
3099152;883929425785;Dvd warner brothers var 4 film favorites: cruising 1.85:1;3052234;3097171
3099153;883929325771;Dvd warner brothers var 4 film favorites: denzel Washington/White house: training Day/fallen (1998)/johnny q./the pelican brief;3052234;3097171
3099154;883929183081;Dvd warner brothers var 4 film favorites: denzel Washington: training Day/fallen (1998)/johnny q./the pelican brief var;3052234;3097171
3099155;883929335930;Dvd warner brothers var 4 film favorites: elvis presley classics (90th anniversary): jailhouse Rock/it happened at the world's;3052234;3097171
3099156;883929037339;Dvd warner brothers var 4 film favorites: elvis presley classics: jailhouse Rock/it happened at the world's Fair/stay away, joe;3052234;3097171
3099157;883929343171;Dvd warner brothers var 4 film favorites: Family adventures blu-ray: legend of the guardians/space jam/where the Wild things ar;3052234;3097171
3099158;883929365241;Dvd warner brothers var 4 film favorites: Family fantasy collection blu-ray: beetlejuice/the neverending story/scooby-doo/willy;3052234;3097171
3099159;883929183128;Dvd warner brothers var 4 film favorites: George clooney: ocean's eleven/the Perfect storm/michael clayton/three kings var;3052234;3097171
